Date;beef_data;
16.09.2024;6.800000190734863;
17.09.2024;6.949999809265137;
18.09.2024;6.690000057220459;
19.09.2024;6.690000057220459;
20.09.2024;6.53000020980835;
23.09.2024;6.550000190734863;
24.09.2024;6.670000076293945;
25.09.2024;6.550000190734863;
26.09.2024;6.579999923706055;
27.09.2024;6.489999771118164;
30.09.2024;6.340000152587891;
01.10.2024;6.429999828338623;
02.10.2024;6.460000038146973;
03.10.2024;6.389999866485596;
04.10.2024;6.380000114440918;
07.10.2024;6.239999771118164;
08.10.2024;6.150000095367432;
09.10.2024;5.929999828338623;
10.10.2024;5.800000190734863;
11.10.2024;5.539999961853027;
14.10.2024;5.550000190734863;
15.10.2024;5.510000228881836;
16.10.2024;5.489999771118164;
17.10.2024;5.449999809265137;
18.10.2024;5.619999885559082;
21.10.2024;5.619999885559082;
22.10.2024;5.539999961853027;
23.10.2024;5.559999942779541;
24.10.2024;5.550000190734863;
25.10.2024;5.489999771118164;
28.10.2024;5.619999885559082;
29.10.2024;5.789999961853027;
30.10.2024;5.960000038146973;
31.10.2024;5.800000190734863;
01.11.2024;5.760000228881836;
04.11.2024;5.929999828338623;
05.11.2024;5.800000190734863;
06.11.2024;5.900000095367432;
07.11.2024;5.570000171661377;
08.11.2024;5.389999866485596;
11.11.2024;5.420000076293945;
12.11.2024;5.539999961853027;
13.11.2024;5.550000190734863;
14.11.2024;5.710000038146973;
18.11.2024;5.570000171661377;
19.11.2024;5.599999904632568;
21.11.2024;5.590000152587891;
22.11.2024;5.639999866485596;
25.11.2024;5.739999771118164;
26.11.2024;5.710000038146973;
27.11.2024;5.650000095367432;
28.11.2024;5.440000057220459;
29.11.2024;5.849999904632568;
02.12.2024;6.010000228881836;
03.12.2024;6.059999942779541;
04.12.2024;6.050000190734863;
05.12.2024;6.070000171661377;
06.12.2024;5.909999847412109;
09.12.2024;6.110000133514404;
10.12.2024;6.190000057220459;
11.12.2024;6.239999771118164;
12.12.2024;5.639999866485596;
13.12.2024;5.730000019073486;
16.12.2024;6.050000190734863;
17.12.2024;5.809999942779541;
18.12.2024;5.309999942779541;
19.12.2024;5.53000020980835;
20.12.2024;5.539999961853027;
23.12.2024;5.440000057220459;
26.12.2024;5.21999979019165;
27.12.2024;5.179999828338623;
30.12.2024;5.090000152587891;
02.01.2025;4.800000190734863;
03.01.2025;4.760000228881836;
06.01.2025;4.960000038146973;
07.01.2025;4.940000057220459;
08.01.2025;4.840000152587891;
09.01.2025;5.119999885559082;
10.01.2025;5.079999923706055;
13.01.2025;4.809999942779541;
14.01.2025;4.809999942779541;
15.01.2025;4.96999979019165;
16.01.2025;4.840000152587891;
17.01.2025;5.019999980926514;
20.01.2025;4.980000019073486;
21.01.2025;4.96999979019165;
22.01.2025;4.800000190734863;
23.01.2025;4.480000019073486;
24.01.2025;4.440000057220459;
27.01.2025;4.880000114440918;
28.01.2025;4.820000171661377;
29.01.2025;4.809999942779541;
30.01.2025;4.940000057220459;
31.01.2025;4.840000152587891;
03.02.2025;4.820000171661377;
04.02.2025;4.679999828338623;
05.02.2025;4.590000152587891;
06.02.2025;4.659999847412109;
07.02.2025;4.440000057220459;
10.02.2025;4.480000019073486;
11.02.2025;4.559999942779541;
12.02.2025;4.369999885559082;
13.02.2025;4.289999961853027;
14.02.2025;4.519999980926514;
17.02.2025;4.659999847412109;
18.02.2025;4.789999961853027;
19.02.2025;4.599999904632568;
20.02.2025;4.539999961853027;
21.02.2025;4.550000190734863;
24.02.2025;4.369999885559082;
25.02.2025;4.349999904632568;
26.02.2025;4.289999961853027;
27.02.2025;4.549163534152856;
28.02.2025;4.420000076293945;
05.03.2025;4.619999885559082;
06.03.2025;4.760000228881836;
07.03.2025;4.789999961853027;
10.03.2025;4.789999961853027;
11.03.2025;4.699999809265137;
12.03.2025;4.900000095367432;
13.03.2025;5.079999923706055;
14.03.2025;5.369999885559082;
17.03.2025;5.349999904632568;
18.03.2025;5.489999771118164;
19.03.2025;5.590000152587891;
20.03.2025;6.059999942779541;
21.03.2025;5.929999828338623;
24.03.2025;5.809999942779541;
25.03.2025;5.980000019073486;
26.03.2025;5.789999961853027;
27.03.2025;6.070000171661377;
28.03.2025;6.210000038146973;
31.03.2025;6.320000171661377;
01.04.2025;6.510000228881836;
02.04.2025;6.579999923706055;
03.04.2025;6.460000038146973;
04.04.2025;6.46999979019165;
